exon	relative_pos_in_circle	relative_pos_in_exon	coverage
29	1	1	1
29	2	2	1
29	3	3	1
29	4	4	1
29	5	5	1
29	6	6	1
29	7	7	1
29	8	8	1
29	9	9	1
29	10	10	1
29	11	11	1
29	12	12	1
29	13	13	1
29	14	14	1
29	15	15	1
29	16	16	1
29	17	17	1
29	18	18	1
29	19	19	1
29	20	20	1
29	21	21	1
29	22	22	1
29	23	23	1
29	24	24	1
29	25	25	1
29	26	26	1
29	27	27	2
29	28	28	2
29	29	29	2
29	30	30	2
29	31	31	2
29	32	32	2
29	33	33	2
29	34	34	2
29	35	35	2
29	36	36	3
29	37	37	3
29	38	38	3
29	39	39	3
29	40	40	3
29	41	41	3
29	42	42	3
29	43	43	3
29	44	44	2
29	45	45	3
29	46	46	3
29	47	47	3
29	48	48	3
29	49	49	3
29	50	50	3
29	51	51	3
29	52	52	3
29	53	53	3
29	54	54	3
29	55	55	3
29	56	56	3
29	57	57	3
29	58	58	3
29	59	59	3
29	60	60	4
29	61	61	4
29	62	62	4
29	63	63	4
29	64	64	4
29	65	65	4
29	66	66	4
29	67	67	4
29	68	68	4
29	69	69	4
29	70	70	4
29	71	71	4
29	72	72	4
29	73	73	4
29	74	74	4
29	75	75	4
29	76	76	4
29	77	77	4
29	78	78	4
29	79	79	4
29	80	80	4
29	81	81	4
29	82	82	4
29	83	83	4
29	84	84	4
29	85	85	4
29	86	86	4
29	87	87	4
29	88	88	4
29	89	89	4
29	90	90	4
29	91	91	4
29	92	92	4
29	93	93	4
29	94	94	4
29	95	95	4
29	96	96	4
29	97	97	4
29	98	98	4
29	99	99	4
29	100	100	4
29	101	101	4
29	102	102	4
29	103	103	4
29	104	104	4
29	105	105	4
29	106	106	4
29	107	107	4
29	108	108	4
29	109	109	4
29	110	110	4
29	111	111	4
29	112	112	4
29	113	113	4
29	114	114	4
29	115	115	4
29	116	116	4
29	117	117	4
29	118	118	4
29	119	119	4
29	120	120	4
29	121	121	4
29	122	122	4
29	123	123	4
29	124	124	4
29	125	125	4
29	126	126	4
29	127	127	4
29	128	128	4
29	129	129	4
29	130	130	4
29	131	131	4
29	132	132	4
29	133	133	4
29	134	134	4
29	135	135	4
29	136	136	4
29	137	137	4
29	138	138	4
29	139	139	4
29	140	140	4
29	141	141	4
29	142	142	4
29	143	143	4
29	144	144	4
29	145	145	4
29	146	146	4
29	147	147	4
29	148	148	4
29	149	149	4
29	150	150	4
29	151	151	4
29	152	152	4
29	153	153	4
29	154	154	4
29	155	155	4
29	156	156	4
29	157	157	4
29	158	158	4
29	159	159	4
29	160	160	4
29	161	161	4
29	162	162	4
29	163	163	4
29	164	164	4
29	165	165	4
29	166	166	4
29	167	167	4
29	168	168	4
29	169	169	4
29	170	170	4
29	171	171	4
29	172	172	4
29	173	173	4
29	174	174	4
29	175	175	4
29	176	176	4
29	177	177	4
29	178	178	5
29	179	179	5
29	180	180	5
29	181	181	5
29	182	182	5
29	183	183	5
29	184	184	5
29	185	185	5
29	186	186	5
29	187	187	6
29	188	188	6
29	189	189	6
29	190	190	6
29	191	191	6
29	192	192	6
29	193	193	6
29	194	194	6
29	195	195	6
29	196	196	6
29	197	197	6
29	198	198	6
29	199	199	6
29	200	200	6
29	201	201	6
29	202	202	6
29	203	203	6
29	204	204	6
29	205	205	6
29	206	206	6
29	207	207	6
29	208	208	6
29	209	209	6
29	210	210	6
29	211	211	6
29	212	212	6
29	213	213	6
29	214	214	6
29	215	215	6
29	216	216	6
29	217	217	6
29	218	218	6
29	219	219	7
29	220	220	7
29	221	221	7
29	222	222	7
29	223	223	7
29	224	224	7
29	225	225	7
29	226	226	7
29	227	227	7
29	228	228	7
29	229	229	7
29	230	230	7
29	231	231	7
29	232	232	7
29	233	233	7
29	234	234	7
29	235	235	7
29	236	236	7
29	237	237	7
29	238	238	7
