exon	relative_pos_in_circle	relative_pos_in_exon	coverage
1	1	1	9
1	2	2	9
1	3	3	9
1	4	4	9
1	5	5	9
1	6	6	9
1	7	7	9
1	8	8	9
1	9	9	9
1	10	10	9
1	11	11	9
1	12	12	9
1	13	13	9
1	14	14	9
1	15	15	9
1	16	16	9
1	17	17	9
1	18	18	9
1	19	19	9
1	20	20	9
1	21	21	9
1	22	22	9
1	23	23	9
1	24	24	9
1	25	25	9
1	26	26	9
1	27	27	8
1	28	28	8
1	29	29	8
1	30	30	8
1	31	31	8
1	32	32	8
1	33	33	8
1	34	34	8
1	35	35	8
1	36	36	8
1	37	37	8
1	38	38	8
1	39	39	8
1	40	40	8
1	41	41	8
1	42	42	8
1	43	43	8
1	44	44	8
1	45	45	8
1	46	46	8
1	47	47	8
1	48	48	8
1	49	49	7
1	50	50	7
1	51	51	6
1	52	52	6
1	53	53	6
1	54	54	6
1	55	55	6
1	56	56	6
1	57	57	6
1	58	58	6
1	59	59	6
1	60	60	6
1	61	61	6
1	62	62	6
1	63	63	6
1	64	64	6
1	65	65	6
1	66	66	6
1	67	67	6
1	68	68	6
1	69	69	6
1	70	70	6
1	71	71	6
1	72	72	6
1	73	73	6
1	74	74	6
1	75	75	6
1	76	76	6
1	77	77	6
1	78	78	6
1	79	79	6
1	80	80	6
1	81	81	6
1	82	82	6
1	83	83	6
1	84	84	6
1	85	85	6
1	86	86	6
1	87	87	6
1	88	88	6
1	89	89	6
1	90	90	6
1	91	91	6
1	92	92	6
1	93	93	6
1	94	94	6
1	95	95	6
1	96	96	6
1	97	97	6
1	98	98	6
1	99	99	6
1	100	100	6
1	101	101	6
1	102	102	6
1	103	103	6
1	104	104	6
1	105	105	6
1	106	106	6
1	107	107	6
1	108	108	6
1	109	109	6
1	110	110	6
2	111	1	6
2	112	2	6
2	113	3	6
2	114	4	6
2	115	5	6
2	116	6	6
2	117	7	6
2	118	8	6
2	119	9	6
2	120	10	6
2	121	11	6
2	122	12	6
2	123	13	6
2	124	14	6
2	125	15	6
2	126	16	6
2	127	17	6
2	128	18	6
2	129	19	6
2	130	20	6
2	131	21	6
2	132	22	6
2	133	23	6
2	134	24	6
2	135	25	6
2	136	26	6
2	137	27	6
2	138	28	6
2	139	29	6
2	140	30	6
2	141	31	6
2	142	32	6
2	143	33	6
2	144	34	6
2	145	35	6
2	146	36	6
2	147	37	6
2	148	38	6
2	149	39	6
2	150	40	6
2	151	41	6
2	152	42	6
2	153	43	6
2	154	44	6
2	155	45	6
2	156	46	6
2	157	47	6
2	158	48	6
2	159	49	6
2	160	50	6
2	161	51	6
2	162	52	6
2	163	53	6
2	164	54	6
2	165	55	6
2	166	56	6
2	167	57	6
2	168	58	6
2	169	59	6
2	170	60	6
2	171	61	6
2	172	62	6
2	173	63	6
2	174	64	6
2	175	65	6
2	176	66	6
2	177	67	6
2	178	68	6
2	179	69	6
2	180	70	6
2	181	71	6
2	182	72	6
2	183	73	6
2	184	74	6
2	185	75	6
2	186	76	6
2	187	77	6
2	188	78	4
2	189	79	4
2	190	80	4
2	191	81	4
2	192	82	2
2	193	83	2
2	194	84	1
2	195	85	1
2	196	86	1
2	197	87	1
2	198	88	1
2	199	89	1
2	200	90	0
2	201	91	0
2	202	92	0
2	203	93	0
2	204	94	0
2	205	95	0
2	206	96	0
2	207	97	0
2	208	98	0
2	209	99	0
2	210	100	0
2	211	101	0
2	212	102	0
2	213	103	0
2	214	104	0
2	215	105	0
2	216	106	0
2	217	107	0
2	218	108	0
2	219	109	0
2	220	110	0
2	221	111	0
2	222	112	0
2	223	113	0
2	224	114	0
2	225	115	0
2	226	116	0
2	227	117	0
2	228	118	0
2	229	119	0
2	230	120	0
2	231	121	0
2	232	122	0
2	233	123	0
2	234	124	0
2	235	125	0
2	236	126	0
2	237	127	0
2	238	128	0
2	239	129	0
2	240	130	0
2	241	131	0
2	242	132	0
2	243	133	0
2	244	134	0
2	245	135	0
2	246	136	0
2	247	137	0
2	248	138	0
2	249	139	0
2	250	140	0
3	251	0	0
3	252	1	0
3	253	2	0
3	254	3	0
3	255	4	0
3	256	5	0
3	257	6	0
3	258	7	0
3	259	8	0
3	260	9	0
3	261	10	0
3	262	11	0
3	263	12	0
3	264	13	0
3	265	14	0
3	266	15	0
3	267	16	0
3	268	17	0
3	269	18	0
3	270	19	0
3	271	20	0
3	272	21	0
3	273	22	0
3	274	23	0
3	275	24	0
3	276	25	0
3	277	26	0
3	278	27	0
3	279	28	0
3	280	29	0
3	281	30	0
3	282	31	0
3	283	32	0
3	284	33	0
3	285	34	0
3	286	35	0
3	287	36	0
3	288	37	0
3	289	38	0
