exon	relative_pos_in_circle	relative_pos_in_exon	coverage
3	1	1	52
3	2	2	52
3	3	3	52
3	4	4	52
3	5	5	52
3	6	6	52
3	7	7	52
3	8	8	52
3	9	9	52
3	10	10	52
3	11	11	52
3	12	12	52
3	13	13	52
3	14	14	52
3	15	15	52
3	16	16	52
3	17	17	52
3	18	18	52
3	19	19	52
3	20	20	52
3	21	21	52
3	22	22	52
3	23	23	52
3	24	24	51
3	25	25	51
3	26	26	51
3	27	27	51
3	28	28	51
3	29	29	51
3	30	30	51
3	31	31	51
3	32	32	51
3	33	33	51
3	34	34	51
3	35	35	51
3	36	36	51
3	37	37	51
3	38	38	51
3	39	39	50
3	40	40	50
3	41	41	49
3	42	42	48
3	43	43	48
3	44	44	48
3	45	45	48
3	46	46	48
3	47	47	48
3	48	48	48
3	49	49	46
3	50	50	46
3	51	51	46
3	52	52	44
3	53	53	44
3	54	54	44
3	55	55	44
3	56	56	44
3	57	57	42
3	58	58	40
3	59	59	40
3	60	60	40
3	61	61	39
3	62	62	39
3	63	63	39
3	64	64	39
3	65	65	39
3	66	66	38
3	67	67	36
3	68	68	36
3	69	69	36
3	70	70	36
3	71	71	36
3	72	72	36
3	73	73	35
3	74	74	34
3	75	75	34
3	76	76	34
3	77	77	34
3	78	78	34
3	79	79	34
3	80	80	34
3	81	81	33
3	82	82	33
3	83	83	32
3	84	84	32
3	85	85	32
3	86	86	32
3	87	87	32
3	88	88	32
3	89	89	32
3	90	90	32
3	91	91	32
3	92	92	32
3	93	93	32
3	94	94	31
3	95	95	31
3	96	96	30
3	97	97	30
3	98	98	30
3	99	99	30
3	100	100	30
3	101	101	30
3	102	102	29
3	103	103	29
3	104	104	29
3	105	105	29
3	106	106	29
3	107	107	29
3	108	108	29
3	109	109	29
3	110	110	29
3	111	111	28
3	112	112	26
3	113	113	26
3	114	114	26
3	115	115	26
3	116	116	26
3	117	117	26
3	118	118	26
3	119	119	26
3	120	120	26
3	121	121	26
3	122	122	26
3	123	123	26
3	124	124	26
3	125	125	26
3	126	126	25
3	127	127	25
3	128	128	25
3	129	129	25
3	130	130	25
3	131	131	25
3	132	132	25
3	133	133	24
3	134	134	24
3	135	135	24
3	136	136	24
3	137	137	24
3	138	138	24
3	139	139	24
3	140	140	24
3	141	141	24
3	142	142	24
3	143	143	24
3	144	144	24
3	145	145	24
3	146	146	24
3	147	147	24
3	148	148	24
3	149	149	24
3	150	150	22
3	151	151	22
3	152	152	21
3	153	153	19
4	154	1	18
4	155	2	18
4	156	3	18
4	157	4	18
4	158	5	18
4	159	6	18
4	160	7	18
4	161	8	18
4	162	9	18
4	163	10	18
4	164	11	18
4	165	12	18
4	166	13	18
4	167	14	18
4	168	15	18
4	169	16	18
4	170	17	16
4	171	18	16
4	172	19	16
4	173	20	16
4	174	21	16
4	175	22	16
4	176	23	16
4	177	24	16
4	178	25	16
4	179	26	16
4	180	27	16
4	181	28	16
4	182	29	16
4	183	30	16
4	184	31	16
4	185	32	16
4	186	33	16
4	187	34	16
4	188	35	16
4	189	36	14
4	190	37	14
4	191	38	14
4	192	39	14
4	193	40	14
4	194	41	13
4	195	42	13
4	196	43	13
4	197	44	13
4	198	45	13
4	199	46	13
4	200	47	13
4	201	48	13
4	202	49	13
4	203	50	13
4	204	51	9
4	205	52	7
4	206	53	6
4	207	54	6
4	208	55	6
4	209	56	6
4	210	57	4
4	211	58	2
4	212	59	0
4	213	60	0
4	214	61	0
4	215	62	0
4	216	63	0
4	217	64	0
4	218	65	0
4	219	66	0
4	220	67	0
4	221	68	0
4	222	69	0
4	223	70	0
4	224	71	0
4	225	72	0
4	226	73	0
4	227	74	0
4	228	75	0
4	229	76	0
4	230	77	0
4	231	78	0
4	232	79	0
4	233	80	0
4	234	81	0
4	235	82	0
4	236	83	0
4	237	84	0
4	238	85	0
4	239	86	0
4	240	87	0
4	241	88	0
4	242	89	0
4	243	90	0
4	244	91	0
4	245	92	0
4	246	93	0
4	247	94	0
4	248	95	0
4	249	96	0
4	250	97	0
4	251	98	0
4	252	99	0
4	253	100	0
4	254	101	0
4	255	102	0
4	256	103	0
4	257	104	0
4	258	105	0
4	259	106	0
4	260	107	0
4	261	108	0
4	262	109	0
4	263	110	0
4	264	111	0
