exon	relative_pos_in_circle	relative_pos_in_exon	coverage
2	1	1	7
2	2	2	7
2	3	3	7
2	4	4	7
2	5	5	7
2	6	6	7
2	7	7	7
2	8	8	7
2	9	9	7
2	10	10	7
2	11	11	7
2	12	12	7
2	13	13	7
2	14	14	7
2	15	15	7
2	16	16	7
2	17	17	7
2	18	18	7
2	19	19	7
2	20	20	7
2	21	21	7
2	22	22	7
2	23	23	7
2	24	24	7
2	25	25	7
2	26	26	7
2	27	27	7
2	28	28	7
2	29	29	7
2	30	30	7
2	31	31	7
2	32	32	7
2	33	33	7
2	34	34	7
2	35	35	7
2	36	36	7
2	37	37	7
2	38	38	7
2	39	39	7
2	40	40	7
2	41	41	7
2	42	42	7
2	43	43	7
2	44	44	6
2	45	45	6
2	46	46	6
2	47	47	6
2	48	48	6
2	49	49	6
2	50	50	6
2	51	51	6
2	52	52	6
2	53	53	6
2	54	54	6
2	55	55	6
2	56	56	6
2	57	57	6
2	58	58	6
2	59	59	6
2	60	60	6
2	61	61	6
2	62	62	6
2	63	63	6
2	64	64	6
2	65	65	6
2	66	66	6
2	67	67	6
2	68	68	6
2	69	69	6
2	70	70	6
2	71	71	6
2	72	72	6
2	73	73	6
2	74	74	6
2	75	75	6
2	76	76	6
2	77	77	6
2	78	78	6
2	79	79	6
2	80	80	6
2	81	81	6
2	82	82	6
2	83	83	6
2	84	84	6
2	85	85	6
2	86	86	6
2	87	87	6
2	88	88	6
2	89	89	6
2	90	90	6
2	91	91	6
2	92	92	6
2	93	93	6
2	94	94	6
2	95	95	6
2	96	96	6
2	97	97	6
2	98	98	6
2	99	99	6
2	100	100	6
2	101	101	6
2	102	102	6
2	103	103	6
2	104	104	6
2	105	105	6
3	106	1	4
3	107	2	4
3	108	3	4
3	109	4	4
3	110	5	4
3	111	6	4
3	112	7	4
3	113	8	4
3	114	9	4
3	115	10	4
3	116	11	4
3	117	12	4
3	118	13	4
3	119	14	4
3	120	15	4
3	121	16	4
3	122	17	4
3	123	18	4
3	124	19	4
3	125	20	4
3	126	21	4
3	127	22	4
3	128	23	4
3	129	24	4
3	130	25	4
3	131	26	4
3	132	27	4
3	133	28	4
3	134	29	4
3	135	30	4
3	136	31	4
3	137	32	4
3	138	33	4
3	139	34	4
3	140	35	4
3	141	36	4
3	142	37	4
3	143	38	4
3	144	39	4
3	145	40	4
3	146	41	4
3	147	42	4
3	148	43	4
3	149	44	4
3	150	45	4
3	151	46	4
3	152	47	4
3	153	48	4
3	154	49	4
3	155	50	4
3	156	51	4
3	157	52	4
3	158	53	4
3	159	54	4
3	160	55	4
3	161	56	4
3	162	57	4
3	163	58	4
3	164	59	4
3	165	60	4
3	166	61	4
3	167	62	4
3	168	63	4
3	169	64	4
3	170	65	4
3	171	66	4
3	172	67	4
3	173	68	4
3	174	69	4
3	175	70	4
3	176	71	4
3	177	72	4
3	178	73	4
3	179	74	4
3	180	75	4
3	181	76	4
3	182	77	4
3	183	78	4
3	184	79	4
3	185	80	4
3	186	81	4
3	187	82	3
3	188	83	3
3	189	84	3
3	190	85	3
3	191	86	3
3	192	87	3
3	193	88	3
3	194	89	3
3	195	90	3
3	196	91	3
3	197	92	3
3	198	93	3
3	199	94	3
3	200	95	3
3	201	96	3
3	202	97	3
3	203	98	3
3	204	99	3
3	205	100	3
3	206	101	3
3	207	102	3
3	208	103	3
3	209	104	3
3	210	105	3
3	211	106	3
3	212	107	3
3	213	108	3
3	214	109	3
3	215	110	3
3	216	111	3
3	217	112	3
3	218	113	3
3	219	114	2
3	220	115	2
3	221	116	2
3	222	117	1
3	223	118	1
3	224	119	1
3	225	120	0
3	226	121	0
3	227	122	0
3	228	123	0
3	229	124	0
3	230	125	0
3	231	126	0
3	232	127	0
3	233	128	0
3	234	129	0
3	235	130	0
3	236	131	0
3	237	132	0
3	238	133	0
3	239	134	0
3	240	135	0
3	241	136	0
3	242	137	0
3	243	138	0
3	244	139	0
3	245	140	0
3	246	141	0
3	247	142	0
3	248	143	0
3	249	144	0
3	250	145	0
3	251	146	0
3	252	147	0
3	253	148	0
3	254	149	0
3	255	150	0
3	256	151	0
3	257	152	0
3	258	153	0
3	259	154	0
3	260	155	0
3	261	156	0
3	262	157	0
3	263	158	0
3	264	159	0
3	265	160	0
3	266	161	0
3	267	162	0
3	268	163	0
3	269	164	0
3	270	165	0
3	271	166	0
3	272	167	0
3	273	168	0
3	274	169	0
3	275	170	0
