exon	relative_pos_in_circle	relative_pos_in_exon	coverage
1	1	1	31
1	2	2	31
1	3	3	31
1	4	4	31
1	5	5	31
1	6	6	31
1	7	7	31
1	8	8	31
1	9	9	31
1	10	10	31
1	11	11	31
1	12	12	31
1	13	13	31
1	14	14	31
1	15	15	31
1	16	16	31
1	17	17	31
1	18	18	31
1	19	19	31
1	20	20	31
1	21	21	31
1	22	22	29
1	23	23	29
1	24	24	29
1	25	25	29
1	26	26	29
1	27	27	29
1	28	28	29
1	29	29	29
1	30	30	29
1	31	31	29
1	32	32	29
1	33	33	29
1	34	34	29
1	35	35	29
1	36	36	29
1	37	37	29
1	38	38	29
1	39	39	29
1	40	40	29
1	41	41	28
1	42	42	28
1	43	43	28
1	44	44	28
1	45	45	28
1	46	46	28
1	47	47	27
1	48	48	27
1	49	49	27
1	50	50	26
1	51	51	26
1	52	52	25
1	53	53	25
1	54	54	25
1	55	55	24
1	56	56	24
1	57	57	24
1	58	58	24
1	59	59	23
1	60	60	23
1	61	61	23
1	62	62	23
1	63	63	22
1	64	64	19
1	65	65	19
1	66	66	19
1	67	67	19
1	68	68	19
1	69	69	19
1	70	70	19
1	71	71	18
1	72	72	18
1	73	73	18
1	74	74	18
1	75	75	18
1	76	76	18
1	77	77	18
1	78	78	18
1	79	79	18
1	80	80	18
1	81	81	18
1	82	82	17
1	83	83	17
1	84	84	16
1	85	85	16
1	86	86	16
1	87	87	16
1	88	88	16
1	89	89	16
1	90	90	16
1	91	91	16
1	92	92	16
1	93	93	16
1	94	94	16
1	95	95	16
1	96	96	16
1	97	97	16
1	98	98	16
1	99	99	16
1	100	100	16
1	101	101	16
1	102	102	16
1	103	103	16
1	104	104	16
1	105	105	16
1	106	106	16
1	107	107	16
1	108	108	16
1	109	109	16
1	110	110	16
1	111	111	16
1	112	112	16
1	113	113	16
1	114	114	16
1	115	115	16
1	116	116	16
1	117	117	16
1	118	118	16
1	119	119	16
1	120	120	16
1	121	121	16
1	122	122	16
1	123	123	16
1	124	124	16
1	125	125	16
1	126	126	16
1	127	127	16
1	128	128	16
1	129	129	16
1	130	130	16
1	131	131	16
1	132	132	16
1	133	133	16
1	134	134	16
1	135	135	16
1	136	136	16
1	137	137	16
1	138	138	16
1	139	139	16
1	140	140	16
1	141	141	16
1	142	142	16
1	143	143	16
1	144	144	16
1	145	145	16
1	146	146	16
1	147	147	16
1	148	148	16
1	149	149	16
1	150	150	16
1	151	151	16
1	152	152	15
1	153	153	15
1	154	154	15
1	155	155	15
1	156	156	15
1	157	157	14
1	158	158	14
1	159	159	14
1	160	160	14
1	161	161	14
1	162	162	13
1	163	163	13
1	164	164	13
1	165	165	13
1	166	166	13
1	167	167	13
1	168	168	13
1	169	169	13
1	170	170	13
1	171	171	13
1	172	172	13
1	173	173	13
1	174	174	12
1	175	175	12
1	176	176	12
1	177	177	11
1	178	178	11
1	179	179	11
1	180	180	11
1	181	181	11
1	182	182	11
1	183	183	11
1	184	184	11
1	185	185	11
1	186	186	11
1	187	187	11
1	188	188	9
1	189	189	9
1	190	190	9
1	191	191	9
1	192	192	7
1	193	193	7
1	194	194	6
1	195	195	5
1	196	196	5
1	197	197	5
1	198	198	5
1	199	199	5
1	200	200	5
1	201	201	5
1	202	202	4
1	203	203	4
1	204	204	4
1	205	205	4
1	206	206	4
1	207	207	4
1	208	208	4
1	209	209	4
1	210	210	4
1	211	211	4
1	212	212	4
1	213	213	4
1	214	214	3
1	215	215	3
1	216	216	2
1	217	217	2
1	218	218	2
1	219	219	2
1	220	220	1
1	221	221	1
1	222	222	1
1	223	223	1
1	224	224	1
1	225	225	0
1	226	226	0
1	227	227	0
1	228	228	0
1	229	229	0
1	230	230	0
1	231	231	0
1	232	232	0
1	233	233	0
1	234	234	0
1	235	235	0
1	236	236	0
1	237	237	0
1	238	238	0
1	239	239	0
1	240	240	0
1	241	241	0
1	242	242	0
1	243	243	0
1	244	244	0
1	245	245	0
1	246	246	0
1	247	247	0
1	248	248	0
1	249	249	0
1	250	250	0
1	251	251	0
1	252	252	0
1	253	253	0
1	254	254	0
1	255	255	0
1	256	256	0
2	257	1	0
2	258	2	0
2	259	3	0
2	260	4	0
2	261	5	0
2	262	6	0
