exon	relative_pos_in_circle	relative_pos_in_exon	coverage
3	1	1	6
3	2	2	6
3	3	3	6
3	4	4	6
3	5	5	6
3	6	6	6
3	7	7	6
3	8	8	6
3	9	9	6
3	10	10	6
3	11	11	6
3	12	12	6
3	13	13	6
3	14	14	6
3	15	15	6
3	16	16	6
3	17	17	6
3	18	18	6
3	19	19	6
3	20	20	6
3	21	21	6
3	22	22	6
3	23	23	6
3	24	24	6
3	25	25	6
3	26	26	6
3	27	27	6
3	28	28	6
3	29	29	6
3	30	30	6
3	31	31	6
3	32	32	6
3	33	33	6
3	34	34	6
3	35	35	6
3	36	36	6
3	37	37	6
3	38	38	6
3	39	39	6
3	40	40	6
3	41	41	6
3	42	42	5
3	43	43	5
3	44	44	5
3	45	45	5
3	46	46	5
3	47	47	5
3	48	48	5
3	49	49	5
3	50	50	5
3	51	51	5
3	52	52	5
3	53	53	5
3	54	54	5
3	55	55	5
3	56	56	5
3	57	57	5
3	58	58	5
3	59	59	5
3	60	60	5
3	61	61	5
3	62	62	5
3	63	63	5
3	64	64	5
3	65	65	5
3	66	66	5
3	67	67	5
3	68	68	5
3	69	69	5
3	70	70	5
3	71	71	5
3	72	72	5
3	73	73	5
3	74	74	5
3	75	75	5
3	76	76	5
3	77	77	5
3	78	78	5
3	79	79	5
3	80	80	5
3	81	81	5
3	82	82	5
3	83	83	5
3	84	84	5
3	85	85	5
3	86	86	5
3	87	87	5
3	88	88	5
3	89	89	5
3	90	90	5
3	91	91	5
3	92	92	5
3	93	93	5
3	94	94	5
3	95	95	5
3	96	96	5
3	97	97	5
3	98	98	5
3	99	99	5
3	100	100	5
3	101	101	5
3	102	102	5
3	103	103	5
3	104	104	5
3	105	105	5
3	106	106	5
3	107	107	5
3	108	108	5
3	109	109	3
3	110	110	3
3	111	111	3
3	112	112	3
3	113	113	3
3	114	114	3
3	115	115	3
3	116	116	3
3	117	117	3
3	118	118	3
3	119	119	3
3	120	120	3
3	121	121	3
3	122	122	3
3	123	123	3
3	124	124	3
3	125	125	3
3	126	126	3
3	127	127	3
3	128	128	3
3	129	129	3
3	130	130	3
3	131	131	3
3	132	132	3
3	133	133	3
3	134	134	3
3	135	135	3
3	136	136	3
3	137	137	3
3	138	138	3
3	139	139	3
3	140	140	3
3	141	141	3
3	142	142	3
3	143	143	3
3	144	144	3
3	145	145	3
3	146	146	3
3	147	147	3
3	148	148	3
3	149	149	3
3	150	150	3
3	151	151	3
3	152	152	3
3	153	153	3
3	154	154	3
3	155	155	3
3	156	156	3
3	157	157	3
3	158	158	3
3	159	159	3
3	160	160	2
4	161	1	1
4	162	2	1
4	163	3	1
4	164	4	1
4	165	5	1
4	166	6	1
4	167	7	1
4	168	8	1
4	169	9	1
4	170	10	1
4	171	11	1
4	172	12	1
4	173	13	1
4	174	14	1
4	175	15	1
4	176	16	1
4	177	17	1
4	178	18	1
4	179	19	1
4	180	20	1
4	181	21	1
4	182	22	1
4	183	23	1
4	184	24	1
4	185	25	1
4	186	26	1
4	187	27	1
4	188	28	1
4	189	29	1
4	190	30	1
4	191	31	1
4	192	32	1
4	193	33	1
4	194	34	1
4	195	35	1
4	196	36	0
4	197	37	0
4	198	38	0
4	199	39	0
4	200	40	0
4	201	41	0
4	202	42	0
4	203	43	0
4	204	44	0
4	205	45	0
4	206	46	0
4	207	47	0
4	208	48	0
4	209	49	0
4	210	50	0
4	211	51	0
4	212	52	0
4	213	53	0
4	214	54	0
4	215	55	0
4	216	56	0
4	217	57	0
4	218	58	0
4	219	59	0
4	220	60	0
4	221	61	0
4	222	62	0
4	223	63	0
4	224	64	0
4	225	65	0
4	226	66	0
4	227	67	0
4	228	68	0
4	229	69	0
4	230	70	0
4	231	71	0
4	232	72	0
4	233	73	0
4	234	74	0
4	235	75	0
4	236	76	0
4	237	77	0
4	238	78	0
4	239	79	0
4	240	80	0
4	241	81	0
4	242	82	0
4	243	83	0
4	244	84	0
4	245	85	0
4	246	86	0
4	247	87	0
4	248	88	0
4	249	89	0
4	250	90	0
4	251	91	0
5	252	0	0
5	253	1	0
5	254	2	0
5	255	3	0
5	256	4	0
5	257	5	0
5	258	6	0
5	259	7	0
5	260	8	0
5	261	9	0
5	262	10	0
5	263	11	0
5	264	12	0
5	265	13	0
5	266	14	0
5	267	15	0
5	268	16	0
5	269	17	0
5	270	18	0
5	271	19	0
5	272	20	0
5	273	21	0
5	274	22	0
5	275	23	0
5	276	24	0
5	277	25	0
5	278	26	0
5	279	27	0
5	280	28	0
5	281	29	0
5	282	30	0
5	283	31	0
5	284	32	0
